2344,,,,,,,,
21.55,21.95,22.25,22.9,23.25,22.95,22.55,22.85,22.70
77.3,84.36,84.81,89.87,91.95,90.22,85.15,83.31,78.08901960784311
56.96,66.09,72.33,78.18,82.77,85.25,85.22,84.58,82.41633986928103
