3686,,,,,,,,
12.25,12.2,12.2,12.75,12.45,12.75,12.65,12.6,12.25
13.46,10.42,8.4,30.6,36.19,50.44,56.43,58.68,42.150303030303064
14.67,13.26,11.64,17.96,24.03,32.84,40.7,46.69,45.17676767676768
