2330,,,,,,,,
495,501,503,499.5,495,502,502,501,501
84.64,88.51,91.14,89.73,85.22,86.57,88.26888888888888,86.6237037037037,82.74913580246913
75.83,80.06,83.75,85.75,85.57,85.9,86.68962962962962,86.66765432098765,85.36148148148148
