2461,,,,,,,,
18.4,18.4,18.9,19.6,19.4,19.6,19.60,19.50,19.50
78.32,81.2,84.44,89.62,89.57,86.7,91.13333333333333,91.52478632478628,91.5720797720797
63.76,69.58,74.53,79.56,82.9,84.17,86.49111111111111,88.16900284900282,89.30336182336177
